title,date,body,original_link,name
Laughter and Learning: Why Happy Students are Better Students,2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Laughter and Learning: Why Happy Students are Better Students&quot;</h1>
 <div class=""bodyCopy""> 
  <div style=""padding: 0px; background-image: none; margin: 0px; word-wrap: break-word; width: 100%; height: 100%;""> 
   <div style=""margin: 0px; text-align: left;""> 
    <div style=""text-align: center; margin: 0px;""> 
     <div style=""text-align: left;"">
      <span style=""font-family: 'segoe ui', helvetica, arial, sans-serif;""><strong>Matthew Wappett</strong><br /> Associate Director, UI Center on Disabilities and Human Development<br /> Advisor, UI Laughter Club<br /> Tuesday, November 27<br /> 12:30-1:30 p.m.<br /> Whitewater Room, Idaho Commons<br /> <br /> <strong>Abstract:&nbsp;</strong></span>
      <span style=""font-family: 'segoe ui', helvetica, arial, sans-serif;"">This interactive presentation will highlight the effects of lifestyle stress on cognitive and social functioning, and will review the research-based evidence for using laughter as an antidote to stress. This presentation will provide opportunities to practice several methods of laughter and relaxation that participants can add to their stress management toolbox.&nbsp;</span>
     </div> 
    </div> 
    <br /> 
   </div> 
   <strong> </strong>
   <h1 class=""restyled-to-match-h2-bad-seo-please-dont-use-h1-in-body-copy""></h1> 
  </div> 
  <p><br /> </p>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/laughter-and-learning,laughter-and-learning
Lawless Idaho: The People v. John Williams (1866),2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Lawless Idaho: The People v. John Williams (1866)&quot;</h1>
 <div class=""bodyCopy""> 
  <div _fallwcm=""1"" class=""bdyItmPrt"" id=""divBdy""> 
   <div>
    <strong>Dennis Colson</strong>
    <br /> 
    <div> 
     <div>
      Professor Emeritus of Law
      <br /> University of Idaho
      <br /> 
      <br /> 
      <strong>April 2- 12:30 p.m.<br /> Whitewater Room, Idaho Commons<br /> <br /> Abstract:</strong> On March 4, 1863, Congress passed 
      <em>An Act to Provide a Temporary Government for the Territory of Idaho.</em>&nbsp;The purpose of the Act was to bring the law to Idaho: statutes, prosecutors, courts, prisons.&nbsp; However, according to the judgment of the Territorial Supreme Court in 
      <em>The People v. John Williams (1866)</em>, instead of bringing the law to Idaho, the Act created a period of lawlessness lasting from the creation of the Territory until February 4, 1864, when the first Territorial Assembly passed 
      <em>An Act Concerning Crimes and Punishments.</em>&nbsp; How could this be?
      <br /> 
      <br /> 
      <div style=""padding: 0px 0px 1pt; border-style: none none solid; border-bottom: 1pt solid windowtext;""> 
       <div style=""margin: 0px; padding: 0px; border-style: none;"">
        &nbsp;
       </div> 
       <div style=""margin: 0px; padding: 0px; border-style: none;"">
        <strong>Biography</strong>
       </div> 
      </div> 
      <div style=""margin: 0px;"">
       <strong>&nbsp;</strong>
      </div> 
      <div style=""margin: 0px;"">
       Dennis Colson is the author of 
       <em>Idaho's Constitution: the Tie That Binds </em>(1991), which describes and interprets the proceedings and debates of the 1889 Constitutional Convention. Colson earned his J.D., 
       <em>summa cum laude</em>, at the University of Denver, practiced in Los Angeles and Denver, and taught at the University of Toledo College of Law. He joined the University of Idaho faculty in 1975, retiring in 2007.&nbsp;&nbsp; 
      </div> 
     </div> 
    </div> 
   </div> 
  </div>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/lawless-idaho,lawless-idaho
On Stage with a Jazz Combo,2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">On Stage with a Jazz Combo</h1>
 <div class=""bodyCopy""> 
  <div style=""padding: 0px; background-image: none; margin: 0px; word-wrap: break-word; width: 100%; height: 100%;""> 
   <p><strong>Palouse Jazz Project<br /> </strong>Lionel Hampton School of Music<br /> <br /> <strong>February 19<br /> Administration Building Auditorium<br /> <br /> Abstract:</strong> Have you ever wondered what goes on inside a jazz ensemble? This presentation will put the audience on stage to observe and listen to the improvisation process that is at the heart of jazz.&nbsp; Members of the Palouse Jazz Project will explain their roles in laying down a beat, providing accompaniment, and offering a personalized interpretation of the rhythms, chords and melodic line. This session is intended to prepare audiences for the 2013 Lionel Hampton Jazz Festival, which begins Feb. 20.<br /> <br /> <strong>Bio:</strong>The Palouse Jazz Project performs original jazz compositions and arrangements. Established in 2006, the PJP is a dynamic sextet that performs around the Northwest. The group specializes in standard jazz repertoire and original compositions. Each member of the ensemble also serves on the faculty at the University of Idaho. PJP members are (from left): Vern Sielert, trumpet; Vanessa Sielert, saxophone; Dan Bukvich, drums; Dave Bjur, bass; Jon Anderson, piano, and Alan Gemberling, trombone.</p> 
  </div> 
  <p></p>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/on-stage-with-a-jazz-combo,on-stage-with-a-jazz-combo
The People of the Godmobiles,2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;The People of the Godmobiles&quot;</h1>
 <div class=""bodyCopy""> 
  <div _fallwcm=""1"" class=""bdyItmPrt"" id=""divBdy""> 
   <div>
    <strong>D. Nels Reese</strong>
    <br /> 
    <div> 
     <div>
      Professor Emeritus of Architecture
      <br /> 
      <br /> 
      <strong>Mary Ann Reese<br /> </strong>Former editor for the College of Agricultural and Life Sciences
      <br /> 
      <br /> 
      <strong>April 16- 12:30 p.m.<br /> Whitewater Room, Idaho Commons<br /> <br /> </strong>
      <br /> 
      <div style=""padding: 0px 0px 1pt; border-style: none none solid; border-bottom: 1pt solid windowtext;""> 
       <div style=""padding: 0px 0px 1pt; border-style: none none solid; border-bottom: 1pt solid windowtext;"">
        <strong>Abstract</strong>: Our speakers were children and grandchildren of itinerant tent evangelists who traveled the Western United States preaching the gospel and founding some 20 churches from Arizona to California, Oregon, Washington, Idaho and Montana. Their congregations met and worked together from the 1920s to several surviving today. The evangelists and many of their congregants chose to wear their faith on their automobiles. From 1917 to the present, they artfully painted Bible verses on their cars and trailers in a specially-designed old-English font readable at highway speeds. Church leaders never solicited money, were unsalaried, and “lived by faith.” The Reese brother and sister will share what it was like growing up with 
        <em>The People of the Godmobiles,</em> title of their book project and potential Web and museum exhibits.
        <br /> 
        <br /> 
        <div style=""margin: 0px;"">
         <strong>Biography </strong>D. Nels Reese taught urban planning and design at the University of Idaho between 1987 and 2008. Before that he was the university’s director of facilities for seven years. Mary Ann Reese edited the College of Agricultural and Life Sciences magazine, 
         <em>Programs &amp; People,</em> and other college publications from 2003 to 2012. Both siblings worked in Europe, Nels as art director for 
         <em>Army in Europe </em>magazine and Mary Ann as staff writer and then London Bureau Chief of the 
         <em>Stars and Stripes</em> newspaper. Their academic backgrounds include American Studies, and they will present a talk later this week at the Pacific Northwest American Studies Association Conference in Seattle
         <br /> 
         <br /> 
         <div style=""margin: 0px;""> 
         </div> 
        </div> 
       </div> 
      </div> 
      <div style=""margin: 0px;""></div> 
     </div> 
    </div> 
   </div> 
  </div>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/people-of-the-godmobiles,people-of-the-godmobiles
Priscilla Salant's Biography,2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Priscilla Salant's Biography</h1>
 <div class=""bodyCopy"">
   Priscilla Salant directs the university’s Office of Community Partnerships and chairs the Outreach and Engagement Council. She has over 20 years of experience building connections between universities and their statewide constituents, with a focus on rural economic development. Her work is guided by a core belief that by engaging with statewide constituents, universities produce more useful research and students have better learning outcomes.
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/centrality-of-engagement/priscilla-bio,priscilla-bio
"Sport, War, and Peace:Preview of the 2013 Borah Symposium",2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Sport, War, and Peace:Preview of the 2013 Borah Symposium&quot;</h1>
 <div class=""bodyCopy""> 
  <strong>Bill Smith, Ph.D.<br /> </strong>Director, Martin Institute and Program in International Studies
  <br /> 
  <br /> 
  <strong>February 26, 2013<br /> Whitewater Room, Idaho Commons- 12:30 p.m.<br /> <br /> Abstract:</strong> For 75 years, the Borah Symposium at the University of Idaho has considered a wide range of issues related to the causes of war and the conditions necessary for peace in the international system.&nbsp; From April 1-3 2013, the symposium will consider the role of sports in this context.&nbsp; How does sport fit into larger patterns in global events, and why are major international organizations turning to sport to accomplish their goals?
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/sport-war-peace,sport-war-peace
"The Post-Fukushima World: Lessons Learned, Energy Resources and Security",2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;The Post-Fukushima World: Lessons Learned, Energy Resources and Security&quot;</h1>
 <div class=""bodyCopy""> 
  <div style=""padding: 0px; background-image: none; margin: 0px; word-wrap: break-word; width: 100%; height: 100%;""> 
   <p> </p> 
   <div style=""font-family: 'segoe ui', helvetica, arial, sans-serif; margin: 0px; text-align: left;"">
    Akira Tokuhiro
    <br /> Professor of Mechanical Engineering, Director of Nuclear Engineering Graduate Program
    <br /> Tuesday, Oct. 9
    <br /> 12:30-1:30 p.m.
    <br /> Whitewater Room, Idaho Commons
    <br /> 
    <br /> 
    <strong>Abstract:</strong>&nbsp;The Japanese Fukushima Dai-ichi and Dai-ni nuclear power station with four&nbsp; General Electric Boiling Water Reactors respectively co-located side-by-side on the north-central eastern coast of Japan withstood a 9.0 earthquake and a large-scale tsunami on March 11, 2011.&nbsp; All six units were constructed via a GE/Hitachi/Toshiba collaboration from 1967 to 1979. In spite of the immediate shut down of all units due to the earthquake, and decay heat cooling for 30-45 minutes, loss-of-offsite-power by the impact of the tsunami initiated an “beyond design basis (nuclear power plant) accident.” Several hydrogen explosions later, several core “meltdowns” and 1&frac12;&nbsp; years since 3/11, the utility (TEPCO) and the Japanese Government are still dealing with a dramatic shift in the national energy portfolio and ‘recovery, restoration and remediation’ that may last up to 40 years. The colloquium will provide a quick perspective on the Fukushima natural disaster, the nuclear power plant accident and the potential global implications in coming years.
   </div> 
  </div>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/the-post-fukushima-world,the-post-fukushima-world
The Roberts Court in the Obama Era,2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;The Roberts Court in the Obama Era&quot;</h1>
 <div class=""bodyCopy""> 
  <div style=""padding: 0px; background-image: none; margin: 0px; word-wrap: break-word; width: 100%; height: 100%;""> 
   <p><strong>Don Crowley</strong><br /> Professor of Political Science, Director of the Martin School<br /> Tuesday, Oct. 2<br /> 12:30-1:30 p.m.<br /> Whitewater Room, Idaho Commons<br /> <br /> <strong>Abstract:</strong>The presentation will cover some general trends on the Roberts Court and then highlight a few of the most controversial decisions from last term.&nbsp; Prof. Crowley will review the decision upholding the Affordable Care Act (<em style=""font-family: 'times new roman', serif; font-size: 16px;"">NFIB v Sebelius</em>) and the decision overturning most of the Arizona Immigration Law (<em style=""font-family: 'times new roman', serif; font-size: 16px;"">Arizona v U.S.</em>)&nbsp; The presentation will conclude with a quick preview of important cases to watch for in the next term, which begins Oct. 1.</p> 
  </div>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/the-roberts-court-in-the-obama-era,the-roberts-court-in-the-obama-era
"Useful Fictions: Mathematics, Literature and Pedagogy",2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Useful Fictions: Mathematics, Literature and Pedagogy</h1>
 <div class=""bodyCopy""> 
  <div id=""divBdy"" class=""bdyItmPrt"" _fallwcm=""1""> 
   <div>
    <strong>Walter Hesford</strong>
    <br /> 
    <div> 
     <div>
      Associate Professor of English
      <br /> 
      <br /> 
      <strong>Robert Ely<br /> </strong>Assistant Professor of Mathematics
      <br /> 
      <br /> 
      <strong>April 9- 12:30 p.m.<br /> Whitewater Room, Idaho Commons<br /> <br /> </strong>
      <br /> 
      <div style=""padding: 0px 0px 1pt; border-style: none none solid; border-bottom: 1pt solid windowtext;""> 
       <div style=""padding: 0px 0px 1pt; border-style: none none solid; border-bottom: 1pt solid windowtext;"">
        <strong>Abstract</strong>: While chatting in the dark corridors of Brink one day, Rob the Math prof and Walter the English prof discovered that they both thought the concept of 
        <em>useful fictions</em> important to their fields and that awaking students to this concept helped cultivate their understanding and engagement.&nbsp; In our presentation, they will explore, among other things, what Leibniz’s infinitesimal calculus and Cervantes’&nbsp;
        <em>Don Quixote</em>, both works of the early modern period, have in common.
        <br /> 
        <br /> 
        <div style=""margin: 0px;"">
         <strong>Biography</strong>
         <br /> 
         <br /> Robert Ely earned a master’s degree in mathematics and a Ph.D. in curriculum and instruction, both from the University of Wisconsin-Madison. He joined the UI faculty in 2007. His research addresses student reasoning in math and how it relates to the historical development of math.
         <br /> 
         <br /> Walter Hesford earned a bachelor’s degree from Trinity College (Hartford) and a master’s and Ph.D. from Harvard, all in English. He came to the University of Idaho in 1979, when Letters and Sciences were in the same college. He usually writes about early American literature, ethnic American literature, and how biblical literature influences American literature.
         <br /> 
         <br /> 
         <br /> 
        </div> 
       </div> 
      </div> 
      <div style=""margin: 0px;""></div> 
     </div> 
    </div> 
   </div> 
  </div>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/useful-fictions,useful-fictions
Dilemmas of Classification: What Counts as Art?,2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Dilemmas of Classification: What Counts as Art?&quot;</h1>
 <div class=""bodyCopy""> 
  <div _fallwcm=""1"" class=""bdyItmPrt"" id=""divBdy"">
   <strong>Rochelle Smith and Kristin Henrich</strong>
   <br /> 
   <div>
    Reference Librarians
    <br /> 
    <strong></strong> 
    <div> 
     <div> 
      <br /> 
      <strong>April 23- 12:30 p.m.<br /> Whitewater Room, Idaho Commons<br /> <br /> </strong>
      <br /> 
      <div style=""padding: 0px 0px 1pt; border-style: none none solid; border-bottom: 1pt solid windowtext;""> 
       <div style=""padding: 0px 0px 1pt; border-style: none none solid; border-bottom: 1pt solid windowtext;"">
        <strong>Abstract</strong>: Is photography art?&nbsp; Knitting?&nbsp; Woodworking?&nbsp; Fashion?&nbsp; Rochelle Smith and Kristin Henrich will discuss the dilemmas of classification, a subject that extends well beyond libraries.&nbsp; As our main example, we will be look at the border between art and craft, which may seem clear at first glance but in fact has a complex and convoluted history in western culture, a fact reflected in library classification systems like Dewey Decimal and Library of Congress, both of which were developed in the late 19
        <sup>th</sup> Century.
        <br /> 
        <br /> 
        <div style=""margin: 0px;"">
         <strong>Biography</strong>:
         <br /> 
         <div style=""margin: 0px;"">
          Rochelle Smith is an associate professor, reference and instruction librarian and library liaison for humanities and history.&nbsp;
         </div> 
         <div style=""margin: 0px;"">
          Kristin Henrich is an assistant professor, reference and instruction librarian and library liaison to the College of Art and Architecture.
          <br /> 
         </div> 
         <br /> 
        </div> 
       </div> 
      </div> 
      <div style=""margin: 0px;""></div> 
     </div> 
    </div> 
   </div> 
  </div>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/what-counts-as-art,what-counts-as-art
Wildland Fire in a Changing World,2012/13,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Wildland Fire in a Changing World&quot;</h1>
 <div class=""bodyCopy""> 
  <div style=""padding: 0px; background-image: none; margin: 0px; word-wrap: break-word; width: 100%; height: 100%;""> 
   <p><strong><br /> <a href=""http://www.uidaho.edu/cnr/frfs/penelopemorgan"" title=""Penelope Morgan"">Penelope Morgan</a></strong><br /> Professor of Forest, Rangeland, and Fire Sciences<br /> Tuesday, Sept. 25<br /> Aurora Room, 4th Floor Idaho Commons 12:30 pm<br /> <br /> <br /> <strong>Abstract:</strong>Many large wildfires have burned across the West in recent decades, often threatening people and property. We will have more large fires and smoke in the future. Why? Because we live in a fire environment.&nbsp; In most of the world, biomass accumulates faster than it decomposes, and the excess biomass can fuel fires that ignite under hot, dry, windy conditions. Fire management is challenging, for many fire effects are good, and others are bad. How can fire science help us? What can you do to protect your home and encourage sound fire management? How do we educate leaders and work with leaders in wildland fire here at the University of Idaho, where we have been national leaders for more than 35 years? Come join the conversation!</p> 
   <p> </p> 
   <p><strong>Suggested reading: </strong>July 2012 editorial from the Denver Post written by Tony Cheng, Colorado State University: <a onclick=""_gaq.push(['_trackPageview','/exit/www.denverpost.com/recommended/ci_20911969']);"" href=""http://www.denverpost.com/recommended/ci_20911969"" target=""_blank"" title=""View Article"">http://www.denverpost.com/recommended/ci_20911969</a></p> 
   <p> </p> 
   <p><strong>To learn more about University of Idaho Fire Program: </strong><a href=""http://www.uidaho.edu/cnr/frfs/fire"" title=""View University of Idaho Fire Program Homepage"">http://www.uidaho.edu/cnr/frfs/fire</a></p> 
  </div>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2012-2013/wildland-fire-in-a-changing-world,wildland-fire-in-a-changing-world
Accountable Care Between the Local and the National Landscapes,2013/14,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Accountable Care Between the Local and the National Landscapes</h1>
 <div class=""bodyCopy""> 
  <p><strong><strong>Tuesday, Nov. 19, 2013 | 12:30-1:30 p.m.&nbsp;</strong></strong></p> 
  <strong><strong> Whitewater Room, Idaho Commons</strong><br /> <br /> Presenters:</strong>
  <br /> 
  <strong>Rula Awwad-Rafferty -&nbsp;College of Art and Architecture<br /> </strong>
  <strong>B.J. Swanson -&nbsp;Gritman Medical Center<br /> <br /> </strong>&nbsp;
  <iframe width=""560"" height=""315"" frameborder=""0"" src=""//www.youtube.com/embed/FATLbvXfM3Q?rel=0""></iframe> 
  <strong><br /> <br /> Abstract&nbsp;<br /> </strong>The Affordable Care Act was signed into law on March 23, 2010 and upheld by the U.S. Supreme Court on June 23, 2012. &nbsp;It is now the law of the land. Now, our challenge as scholars, professionals, businesses, and community leaders is to design our shared future instead of trying to repeal or un-fund ACA. &nbsp;Three focus areas of the national dialogue over health care are: protecting the individual, enhancing wellness and prevention, and caring for communities. Change creates many opportunities to make things better through innovations, collaborations and translations. This presentation offers a long view of the factors affecting our quality of life and strategies for how to get there.
  <br /> 
  <br /> 
  <br /> 
  <strong>Biographies <br /> Rula Awwad-Rafferty</strong> is a professor in the UI’s College of Art and Architecture and chair of the board of the International Environmental Design Research Association (IEDRA). A published author focused on community-based design research and advocacy, she is an NIH Scientific Board reviewer, a general member of the Gritman Medical Center Board and a Moscow Human Rights commissioner. &nbsp;Dr. Awwad-Rafferty also serves on the UI President’s Diversity Council, co-chairing the Campus Culture, Climate, and Continuous Improvement Subcommittee. &nbsp;She holds bachelor’s and master’s degree in architecture and an interdisciplinary Ph.D.
  <br /> 
  <br /> 
  <strong>B.J. Swanson</strong> is chair of the Gritman Medical Center Board of Directors. &nbsp;A lifelong resident of Latah County, she graduated from Deary High School and the Pacific Coast Banking School at the University of Washington. Ms. Swanson was the vice president of AmericanWest Bank in Moscow, retiring in 2011 after 46 years in banking. &nbsp;Since then, she served as executive c\director of Latah Economic Development Council and is now the business loan underwriter for Latah Federal Credit Union. &nbsp;She serves on the Idaho Workforce Development Council and on the boards of the Idaho Hospital Association, the Idaho Health Facilities Authority, Palouse Surgery Center, and Palouse Health Properties.
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2013-14/accountable-care,accountable-care
A Child's Place,2013/14,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">A Child's Place</h1>
 <div class=""bodyCopy""> 
  <h2>&quot;A Child's Place Is… At Home or in Day Care? Germany's Political Struggle With Family Policies and Programs&quot;</h2> 
  <p><strong>Tuesday, April 15, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Whitewater Room, Idaho Commons<br /> <br /> Presenter: Sandra Reineke - Associate Professor of Political Science</strong><br /> <strong><br /> <iframe width=""560"" height=""315"" frameborder=""0"" src=""//www.youtube.com/embed/Qlv5FTD1Zbk""></iframe><br /> <br /> Abstract <br /> </strong>Prof. Reinke examines the policy processes surrounding family policies and programs in contemporary Germany. She builds on previous studies in the area of gender and politics that study the possible impact of a federal ministry for women’s affairs (WPA) in selected European countries on a variety of policy issues. In her study, she expands on the underlying theories to include an examination of “discursive opportunity structures” as a variable that explains family policy change across countries. For this purpose, she selected two political events that offered discursive opportunity: German reunification (1990) and the European Union’s Amsterdam Treaty (1997) to explain the role of the WPA in family policy change in contemporary Germany. <br /> <br /> <strong>Biography</strong> <br /> Sandra Reineke earned her BA at Freie Universit&auml;t in Berlin and her Ph.D. from Indiana University, both in political science. Her research and teaching interests are in the fields of political philosophy, international relations, and comparative politics, focusing on feminist political theory, citizenship and democratic theory, and gender, primarily in Western Europe and North America. Her book, entitled Beauvoir and Her Sisters. The Politics of Women's Bodies in France, was published in 2011 by the University of Illinois Press. Dr. Reineke has also published scholarly articles in the area of bioethics and biomedical policy making as well as on the French philosopher Simone de Beauvoir. She is currently working on a book-length manuscript about reproductive technology policies in Western Europe and North America. Dr. Reineke also serves as coordinator of the UI Women's and Gender Studies Program.</p>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2013-14/a-childs-place,a-childs-place
Agriculture & Climate Change,2013/14,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Agriculture &amp; Climate Change</h1>
 <div class=""bodyCopy""> 
  <h2>Agriculture &amp; Climate Change: <br /> REACCHing out to K-12 Classrooms</h2> 
  <h3>Presenters: </h3> 
  <p><strong>Jodi Johnson-Maynard and Kat Wolf, </strong>College of Agricultural and Life Sciences</p> 
  <h3>Tuesday, Nov. 12, 2013 | 12:30-1:30 p.m. <br /> Whitewater Room, Idaho Commons</h3> 
  <p></p> 
  <iframe width=""560"" height=""315"" frameborder=""0"" src=""//www.youtube.com/embed/PrTVzAqCRoQ?rel=0""></iframe> 
  <strong><br /> <br /> Abstract&nbsp;<br /> </strong>Recognizing that understanding and change often start with younger generations, we will teach students in kindergarten through college about the relationship between agriculture and climate change. The education team of the Regional Approaches to Climate Change in Pacific Northwest Agriculture (REACCH-PNA) project is developing curriculum for K-12 students and designing workshops for teachers to bring agriculture and climate change into public schools. The team conducted a survey of elementary and secondary teachers to assess levels of knowledge about climate change and agriculture, willingness to integrate and their curriculum needs. The team used the results of this survey to define activities. The team’s ultimate goal is to produce citizens and professionals equipped to address the challenges that climate change could pose for agriculture and agriculture’s role in providing food, energy and ecosystems. 
  <br /> 
  <br /> 
  <br /> 
  <strong>Biographies <br /> </strong>
  <br /> 
  <strong>Kat Wolf</strong> is an assistant professor of Agricultural Education in the College of Agricultural and Life Sciences. Her teaching responsibilities focus on Secondary Agricultural Education and her research on methodology of teacher preparation and teacher belief systems. She earned a B.S. in Animal Science &amp; Vocational Agriculture from the University of Wyoming, an M.S. in Agricultural Education from the University of Arizona and Ph.D. in Agricultural Education from The Ohio State University. 
  <br /> 
  <br /> 
  <strong>Jodi Johnson-Maynard</strong> is an associate professor of Soil Science in the College of Agricultural and Life Sciences. Jodi researches and teaches sustainable agriculture and has integrated experiential learning into several of her college level courses. She has a B.S. in Environmental Science from the University of California, Riverside, a M.S. in Soil Science from the University of Idaho, and a Ph.D. in Soil and Water Science from UC, Riverside.
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2013-14/agriculture-and-climate-change,agriculture-and-climate-change
Archetypes in Film Music,2013/14,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Archetypes in Film Music</h1>
 <div class=""bodyCopy""> 
  <strong> </strong>
  <h2>“What Hollywood has taught us to think (be it intentional or not): <br /> A Theory of Archetypes in Film Music”</h2> Tuesday, October 1, 2013 | 12:30-1:30 p.m. 
  <br /> 
  <strong>Presenter:&nbsp;&nbsp;James L. Murphy,&nbsp;Professor of Music<br /> <br /> </strong>
  <iframe height=""315"" src=""//www.youtube.com/embed/ixksA-yu1fA?rel=0"" frameborder=""0"" width=""420""></iframe>
  <br /> 
  <strong><br /> <br /> Abstract</strong> 
  <br /> Is the National Rifle Association correct in its assertion that violence in our society is attributable to our entertainment media? Is it possible that music can be a co-conspirator in subliminal messaging of Hollywood films? 
  <br /> 
  <br /> Certain emotions, characters, and ethics have been linked, possibly intentionally, with specific elements of film music. While the use of bird calls and other simulated sounds of nature have been common but superficial vocabulary in “art” music for centuries, similar techniques used in the music of a Hollywood film frequently tell the audience how to respond to the images seen on the screen. In some demonstrable cases, the musical narrative has been moralistic, and the results of these efforts have been quite effective. This audio-visual presentation is designed to demonstrate some tricks of the trade, and to invite discussion among members of the audience about memorable moments in film music. 
  <br /> 
  <br /> 
  <br /> 
  <strong>Biography <br /> James L. Murphy</strong> joined the faculty of the Lionel Hampton School of Music at the University of Idaho in 1999, initially as director of the school, and since 2008 continuing as coordinator of graduate studies in music. His teaching duties include various courses in music theory and music in film. Film music has been a research passion for Dr. Murphy for more than 30 years. His emphasis is in the theory and criticism of music as it has appeared in theatrically-released features, shorts and cartoons.
  <br /> 
  <br /> 
  <br /> 
  <div></div>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2013-14/archetypes-in-film-music,archetypes-in-film-music
A Sense of Home in Topaz,2013/14,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">A Sense of Home in Topaz</h1>
 <div class=""bodyCopy""> 
  <h2>“A Sense of Home in Topaz: Placemaking in a Japanese-American Internment Camp ”</h2> 
  <p><strong>Tuesday, January 28, 2014 | 12:30-1:30 p.m.&nbsp; <br /> Whitewater Room, Idaho Commons<br /> </strong><strong><br /> Presenter:<br /> Shauna Corry - Professor of Architecture &amp; Interior Design<br /> <br /> <iframe height=""315"" frameborder=""0"" width=""560"" src=""//www.youtube.com/embed/jBzdmCbM3eY""></iframe> <br /> <br /> Abstract <br /> </strong>Topaz Camp, sited in the west-central desert of Utah, was one of ten relocation centers for Japanese-Americans during World War II. Although thousands of lives were negatively affected in terms of economic and cultural implications, how the internees adapted to and controlled elements of their immediate surroundings in an effort to increase the quality of their lives is of interest to scholars in the design disciplines. This presentation focuses on a qualitative analysis of the interior environment, and highlights elements of placemaking as it relates to personal and national identity, and the ability of the human spirit to adapt to challenging living conditions. <br /> <br /> <strong>Biography <br /> </strong>Dr. Shauna Corry graduated from Utah State University in 1984 with a B.S. in Household Economics and Management with an Emphasis in Housing and interiors. She continued her education at Washington State University, earning an M.A. in Home Economics with an Emphasis Interior Design in 1990 and an Interdisciplinary Ph.D. in Environment and Behavior in 2002. Dr. Corry received the University of Idaho’s Hoffman Teaching Award in 2007 and has been honored with nine Alumni Awards of Excellence for mentoring UI students. She has taught at the university level for 24 years, and along with her students, has completed countless volunteer hours in addressing the need for functional and supportive spaces in communities. Dr. Corry has taught at North Dakota State University where she served as coordinators of Interior Design and Facility Management, and at the University of Idaho since 2001. Dr. Corry currently serves as Interior Design Program Head in the College of Art and Architecture.</p>
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/2013-14/a-sense-of-home-in-topaz,a-sense-of-home-in-topaz
